text,gender,catatan
@stu_howe81 @JackLoPan @JGrog81 I know! Not sure on exact date yet. Over the 6th-9th November. Hopefully Sunday 8th. #daysesh,male,"gaya obrolan nongkrong , jadwal minum bareng"
@Ashton5SOS don't pretend like it's not the best thing to happen to you,female,fangirl tone ke artis
TAFE's construction teachers face the axe despite building boom https://t.co/enQ9Pv61oI,male,topik pekerjaan dan ekonomi
the thunder was so hectic last night - shook my house soooo much,female,"nada ekspresif, elongated vowels “soooo”"
It's week 2 of Round 4 of the #21dfx for me! I am happy to say I have lost another 2.5 inches for a��_ https://t.co/6GJJWQqURZ,female,topik diet/fitnes personal
@JerkyXP thanks for the motivational Monday's,male,"gaya simple, singkat, to the point"
Tom Brady again makes the exceptional seem routine in Patriots�۪ victory over Jets: (If you want to tell me it�۪... https://t.co/ViEQ1wF3hd,male,"topik olahraga , gaya analisis"
@_NicoleBrooks Option 2...Go to the student bar,male,"nada santai , bar context"
@BuckSexton I remember the days when I would party too hard on the weekend and call in sick on Monday.......,male,"topik pesta , humor nostalgia"
I Can't Wait Friday When I Get The Whip_�լ,male,nada excited tapi dengan slang “whip” = mobil
Sochaux's @Jong22_ and Valenciennes' @PSlidja both in the France Football team of the week - two young Ligue 2 players with big futures,male,"topik sepak bola, analisis pemain"
And to moms reading this don't worry bout them gettin sent to war their better off in the army than policing these streets believe that,male,topik sosial + nada serius khas male perspective
I'm not rockin with the spiders that decide to make their webs and hang right by my garage keypad,male,topik ringan tapi dengan tone maskulin dan logika praktis
"You�۪re putting in quite the effort, aren�۪t you? Then I guess I should enjoy myself. Ahahahaha.",male,topik musik rap + nada kompetitif
The amount of people who think I'm Thibaut on my other acc_��__���,female,"nada playful, ekspresif, lebih ke gaya percakapan halus"
Victory over the Darkness: Realizing the Power of Your Identity in Christ by An https://t.co/5EvaXlsUfI https://t.co/PI0OiAowa4,female,"gaya casual, ringan"
@kc_Kush125 what can I say #chingobling is the shit aye lol,male,"nada santai, ekspresi slang dan humor"
Demi is a fat flop and now the whole world knows it,female,"gaya fangirl toxic, nada judgmental tentang artis."
"@RodriguesMatt I hope you mean the other way, off the tracks away from the train? Riiiight?",female,"gaya bicara ekspresif, nada khawatir tapi ringan"
Idk why no one brings attention to this fucking bullshit. Fuck the @NFL  https://t.co/yMrmgVq94i,male,"nada marah, kasar, langsung, tanpa filter"
1 tweep followed me in the past day. Feels great! Do you also want to feel awesome? Check out https://t.co/qpXTR1gDLk,male,"otomatis/promosi akun, biasanya dikaitkan dengan akun marketing"
Catch fire has the same first 5 words as The Star Spangled Banner,male,topik olahraga + analisis performa
"Campbell has built his reputation and put his stamp on the team. However, will it be enough to win the job? He has to win this week.",male,"topik olahraga, fokus ke performa dan kompetisi, nada objektif dan analisis"
"@Ports100 You've got no fans Ports UTB should get a selfie with him in November then, if Porter scores we're on the pitch",male,bahasan sepak bola + candaan khas laki-laki
Stevia in the Raw as low as $4.29 at Kroger! via Kroger Krazy - We have a new coupon that can be ... https://t.co/zUucOqsfeo,female,"topik diskon dan belanja, cenderung digunakan oleh akun dengan audience perempuan"
Triggered Email: The Killer Conversion App: Marketers have been using ���spray and pray�۝ tactics for... https://t.co/qmOjeAJkKm @ValPopescu,male,topik bisnis/marketing profesional dengan nada informatif
Enjoy man _ٍ�_��__�_� ��� Jerusalem by Alpha Blondy &amp; The Wailers ��� https://t.co/qpMWCgzNMK,male,sapaan santai “man” + musik reggae
"I was doing 90 on the Northern State at 4AM.

 I just lied and said I left everything at home. Idk how that shit worked.",male,"gaya jujur, slang, dan nada cuek"
"Now we've won the cup the record amount of times, they've decided to name the competition after our stadium #FACup _���",male,"topik sepak bola, ekspresif tapi bukan emosional sentimental"
I passed the class lol nice,female,"gaya ringan, ekspresi personal, lebih positif dan santai"
The only A I have right now is in Drawing 1,female,"topik pendidikan, gaya reflektif dan jujur"
I'm in the new James Bond film btw https://t.co/qIGqbDe5Jw,male,humor bercanda soal film aksi + nada percaya diri
"OK -- with prudent spending cuts too #Debt Jacob J. Lew: Honor our obligations, raise the debt limit https://t.co/1jHRNpOznW via @usatoday",male,"bahasan politik/ekonomi, gaya formal"
Just wanna go to the Chicago Aquarium. Is that too much to ask?,female,"gaya ringan, emosional lembut, menunjukkan keinginan pribadi"
"""Your never at home on the weekends"" IM ALWAYS AT MY HOUSE wym",female,"gaya defensif tapi ekspresif, banyak dipakai di percakapan informal perempuan"
"The International Space Station is passing over the SF Bay Area! Wave!! (October 26, 2015 at 01:05PM.)",male,topik sains + gaya informatif tanpa emosi
This guy literally just ran in front of me to hold the door open for me like wow thank you kind human,female,"nada lembut, apresiatif, dan positif"
@PandaPSU You need guys who have skill &amp; contribute offensively. I'm not saying hits or being isn't needed. But the game is changing...,female,topik olahraga dengan argumen analitis
"@rcxas excuse you !!  Yata would annihilate Sukuna, with or without the damn monkey's help!! Lol",female,"gaya ekspresif, nada bercanda dan fandom style"
@ShepNewsTeam why do you always give find the most redneck peeps to interview in SC /NC. We do have very intelligent people! Interview them.,male,kritik sosial dengan nada tegas dan sedikit sarkas
#MusicMonday - Sumthin' Sumthin' (Mellosmooth). Have you heard the snippet of III he previewed a short while ago from his upcoming SUMMERS'?,male,topik musik + gaya promosi santai
Tolkien-notated Middle-earth map found in copy of 'The Lord of the Rings' - https://t.co/JeaKdh1PSD.,male,topik literatur fantasi + nada informatif
"The prophet of Allah (S.A.W) said, ""The person who is two-faced will have two tongues of fire on the day of judgement"".

��� [Abu Dawood]",male,"gaya religius dan formal, tanpa ekspresi personal"
"""If failure were celebrated more, I believe the world would be a magical place."" via @danemaxwell",female,"gaya inspiratif dan reflektif, bernada positif"
"Found a Transponder Snail!
Execution! Are these the Straw Hats' final moments?!
#TreCru https://t.co/QMljeSAzAd",male,"referensi anime One Piece, fandom-style shonen"
The idea of growing old sounds whack as fuck. I wanna die young.,male,nada kasar
@AsapMikeyyy he hasn't been in the game as long as any of them. Give it time,male,bahasan kompetitif/analisis musik
Everything Hinges on the Narrative of Your Work by @pauljun_ via @helpscout https://t.co/ioQdx4LGXT,male,topik profesional dan penulisan kerja
Currently plottin watching Sosa the movie.,male,slang santai + konteks film/rap culture
@jamesdoleman I didn't realise it had broken the 800! And they've a cheek to say this country lives beyond it's means!,male,bahasan ekonomi/politik + gaya sarkas
Young People Hold the Key to Mobilizing Climate Action. SUPPORT THEM! We left this damn MESS! https://t.co/pZZXbmONiZ,female,"aktivisme lingkungan, nada emosional dan penuh seruan"
Praying for the victims of the Afghanistan earthquake. May God bring peace and healing.,female,gaya empatik dan doa
i don't see why they would kill off a main character who's been there since season one in some random episode in the middle of the season,female,bahasan serial TV + ekspresif
"Q: Why did the lone ranger kill Tonto? A: He found out what ""kimosabe"" really means.",male,dark humor
"@neafcy_wafc Bury away in the cup 
what have they ever achieved? #wafc #buryfc #facup. Won the FA Cup more than your once bankrolled club...",male,bahasan sepak bola + nada kompetitif
These are the dumbest relationship goals ever  https://t.co/4S7ITcRbah,female,komentar tentang hubungan + nada judgmental ringan
No. I hate being on the phone. That's all.,female,gaya to the point tapi casual dan defensif
@tluvgolf @theblaze @glennbeck the Clintonian w a sweet combover?,male,"nada sarkastik dan politis, khas gaya komentar pria di topik politik)"
@NorthJerseybrk this is just poor. All afternoon cops were trying to keep the photographers away from the kids but you had to sneak one in,male,"kritik langsung, nada marah tapi logis"
What is the craziest thing you've done in public? ��� Oh you don't wanna know. https://t.co/eYGEcXs5Zu,female,"gaya menggoda dan rahasia, tone playful"
The world can pull you down with all its gravity...,female,reflektif dan puiti
"Alright ""@DamzAdeleye: @KeneAmazu just having fun with the harsh tag; #marketmemonday. _���""",male,topik santai dengan humor ringan
"""did you smell him?"" allie asked creepily after the waiter filled my water glass",female,gaya bercerita ringan dengan humor
UK car dealers fear the fallout of Volkswagen scandal https://t.co/Fx6ESzetgp,male,topik bisnis dan otomotif
why the hell do i have to get information about my schools lockdown through the news?? Wtf.,female,nada emosional dan reaktif
@Christinehodge2 well he won't do that sat in the stands with his mates will he. Doubt anyone is pinning our future on this guys fitness.,male,bahasan sepak bola + gaya argumentatif
@DanielSolis @425suzanne What's funny is he just had the idea this morning and it's already a done game. Daniel is amazing. :-p,female,pujian ringan dengan emotikon dan nada hangat
"and stop saying ur the person being called when ur not, u dick. i hate ignorant ppl",male,"nada kasar, frontal"
Looking forward to seeing the new bond film tonight _���_��� #excited #SPECTRE  #007,female,ekspresif dan penuh emoji
I understand people who are mentally ill are more likely to be victims than perps. I also know the amount of abuse they endured in asylums.,female,topik sosial + empatik dan reflektif
"Hey brad, hope you smash the show tonight!! Can't wait to see you and the boys on tour next year!! Ily
@TheVampsBrad
Please follow me
X33",female,nada fangirl antusias
@namaikilips @maiyanee He can't do that or else his mom will kick him out of the house,male,"bahasa ringan, gaya percakapan sehari-hari"
@OfficialTAZ do we still have blading in the WWE PG era?,male,topik gulat dan istilah teknis WWE
The Rolling Stones- Miss You https://t.co/coKcmfQcTe,male,referensi musik klasik + nada netral
I never really take the bus but I am today lol,female,"gaya santai, personal, dengan “lol” yang sering muncul di female-coded tweets"
"I drove on the bridge, I swear it's the longest bridge ever lol.  https://t.co/bBsPSCoUkL",female,observasi ringan + gaya bercerita personal
This #musictech panel looks amaaaazing.  Heavy hitters across the board w/ @Flipagram @Fender @MACHINESHOPCO https://t.co/yOuwa6OnMc,female,nada antusias dan ekspresif
@VibeTickets 3 tickets to one direction on the 30th lmao been looking ages,female,topik fandom One Direction
@rayascoop at the #SPECTREpremiere https://t.co/yfxgwOXSPo,male,gaya informatif dan singkat tanpa ekspresi
Lowkey have the juice right now _���_���,male,gaya percaya diri dan slang kompetitif
@JDSussman Men's Journal. I'll tweet the link,male,"singkat, to the point, konteks profesional"
Love what the rain does to my hair ��_���,female,topik kecantikan + nada lembut
"New idea, scrub daddy in the shape of a halloween pumpkin. Write me a check.",male,"nada lucu tapi sarkastik, khas gaya maskulin"
Holy shit...Naomie Harris at the #bondpremiere _���,male,reaksi terhadap selebriti perempuan + nada spontan
It's such a prefect day to go to the beach,female,"gaya santai, positif, lembut"
Everyone take a breathe they have made in to the dance where anything is possible so lets wait to dissect once elimanated #Giovinco,male,bahasan olahraga + gaya analisis
"""Damn, if you can't eat bacon, what the hell can you eat?!"" https://t.co/NmzfJdW7OH",male,nada bercanda dengan umpatan ringan
"@TanyaHuntington Yes, please.
(And yes, D can see Crimson Peak, chaperoned. I asked All the critics)",female,nada sopan dan halus dalam percakapan
I think Lancome's Mes Incontournables de Parisienne Makeup Essentials Palette is the smartest palette��_ https://t.co/Vx9fHFzrHw,female,topik makeup + tone promosi elegan
"Mystified, just spinning 'round in circles, drowning in the silent screaming with nothing left to say. #HadEnough #Lifehouse",female,gaya emosional dan reflektif
Triggered Email: The Killer Conversion App: Marketers have been using ���spray and pray�۝ tactics for decades. Th... https://t.co/JGe6Ofs4iI,male,"topik marketing, nada profesiona"
"Now that I think of it, when I was 9 I DEFINITELY got caught in the middle of giving myself a haircut.",female,cerita lucu dan personal
@Alicia20M I know it's annoying. It's cold for a couple minutes then it's like the Sahara!,female,"nada ringan dan ekspresif, gaya obrolan"
I HATE THE WALKING DEAD NO I DON'T BELIEVE HE IS DEAD,female,"emosional, capslock, fandom reaktif"
"@KOLATRL i dont see his 30 sec on Rih's song as his #1, meanwhile Abel already has CFMF and The Hills _��_",male,bahasan musik dengan gaya perdebatan ringan
The woman on @theweeknd's Angel sounds similar @halsey and now I'm eagerly awaiting a collab between those two _�Ձ_ُ_,female,topik musik + nada antusias
The Most Likely Next President Is Hillary!                                 https://t.co/IZfquWbSrF,male,"topik politik, nada informatif"
bjork then the cranberries then natalie imbruglia _�ԍ_ُ__�ԍ_ُ__�ԍ_ُ_,female,musik nostalgia + nada lembut
Local version of #insideout playing the TIG theme to retell a story of local codebreakers _���,male,referensi film dan humor logis
I�۪m currently playing the 7th Player on https://t.co/0veZNy9311. Come and join me! https://t.co/2357DjZfwo,male,promosi gim
It's heartbreaking to know the one you love no longer loves you,female,"emosional, reflektif"
@DWKPutsYouAway �ۢNods and runs to the room.�ۢ,female,"narasi ringan, emotif"
"How to Play the Need for Speed Reboot Five Days Early: After some time away, EA's Need for Speed franchise ret... https://t.co/LTZSn8TLD0",male,topik gim + nada informatif
"To the Marines @ the mall that made me smile &amp; laugh today, thank you",female,nada lembut dan apresiatif
Floating jack-o-lanterns create the perfect spooky lighting for an outdoor Halloween party!��_ https://t.co/ycGr9Kq5Kv,female,"tema dekorasi & suasana, nada ceria dan kreatif"
Acai bowls are honestly the best thing ever _���,female,topik makanan sehat + ekspresi antusias
"Listening to the same songs I used to listen to 2 years ago, but the only difference is that listening to them now, I understand the lyrics",female,"reflektif, emosional, puitis"
So come on baby lets rock n roll get a little lost on these old back roads later on we'll count the stars,male,"nada santai, musik country-style"
It Was the most memorable and lovable Bday I Had bcuz of You,female,gaya romantis dan penuh emosi
"@hestiahdruid it was on the news back in 2010 or 2011, some AIDS/FIV research��_ :)

https://t.co/PB9GJP4FWN",male,"informasi faktual, nada datar dan informatif"
Morrissey�۪s debut novel List of the Lost is about a 1970s relay team cursed by the  https://t.co/oLprh5a4E1,male,topik literatur dengan tone informatif
"To realize the value of one hour, ask the lovers who are waiting to meet.",female,"nada lembut, romantis, reflektif"
Waiting to be checked in at one of the most luxurious hotel in Abu Dhabi��_��_ #happyanniversary #top1��_ https://t.co/GG8gpDQdvz,female,"nada bahagia dan elegan, topik pasangan"
Idk the doctor was like wth let me check your height_���_���_���_���RT @baddie_pee: @MsCoMpliCaTeDTK but y u thought u was that tall? _���_��_,female,"gaya santai, ekspresif, percakapan ringan"
Word of the day: #Favor,male,"pendek, tanpa ekspresi, format umum posting informatif"
"And the final. The piece was painted from a recent sketch, the idea is for you work out, c��_ https://t.co/wcaWfCQGIe https://t.co/6aYtlYzjpA",male,topik seni dengan nada netral dan teknis
15 Times People Use Selfie Sticks the Wrong Way https://t.co/Hq0K02HspP,female,"topik ringan dan lucu, gaya pop culture"
The Weeknd -Wicked games_���_�_�,male,"referensi musik R&B, tone simpel"
The Weight Of Grace https://t.co/G9Ux9sMFqJ,male,"judul religius, tone formal"
@FemalesLikeUs @AliceAvizandum So you have to deny the very fact that SCIENCE WORKS to keep hating trans people. Congratulations.,female,"advokasi sosial, nada tegas & emosional"
Greetings all! @WebMythical Thanks for the follow! _��_ _�ԍ #HappyMonday,female,nada ramah dan lembut
The only thing better than chilli is bacon chilli. #baconwithanything https://t.co/AfANPdXJfR,male,topik makanan berat + humor sederhana
Seem like the only move worth making,male,"singkat, reflektif tapi datar, tone maskulin"
text,gender,catatan
Robbie E Responds To Critics After Win Against Eddie Edwards In The #WorldTitleSeries https://t.co/NSybBmVjKZ,male,"gaya bahasa netral , berita//fakta. fokus hasil pertandingan, tidak ada emoji."
���It felt like they were my friends and I was living the story with them�۝ https://t.co/arngE0YHNO #retired #IAN1 https://t.co/CIzCANPQFz,female,ada ekspresi emosi (felt like they were my friends). gaya personal dan penuh perasaan.
i absolutely adore when louis starts the songs it hits me hard but it feels good,female,"kata adore,hits me hard, feels good itu penuh emosi, gaya personal, ekspresif."
Hi @JordanSpieth - Looking at the url - do you use @IFTTT?!  Don't typically see an advanced user on the @PGATOUR! https://t.co/H68ou5PE9L,male,fokus ke fakta teknologi. gaya bahasa netral.
Watching Neighbours on Sky+ catching up with the Neighbs!! Xxx _���_���_���_���_ُ�_�ԍ_ُ� Xxx,female,"banyak emoji, ekspresif ""Xxx"", emosional."
"Ive seen people on the train with lamps, chairs, tvs etc  https://t.co/w6zf4pVM4I",male,"gaya bahasa netral, deskriptif. tidak ada emoji, tanda seru, atau kata ekspresif."
"Gala Bingo clubs bought for �241m: The UK's largest High Street bingo operator, Gala, is being taken over by��_ https://t.co/HzeeykJUd4",male,"berita/informasi, formal, objektif. fokus pada fakta"
@_Aphmau_ the pic defines all mcd fangirls/fanboys and mcd shippers xD,female,"ada xD (ekspresif/emoji teks) , gaya bahasa santai, personal, penuh ekspresif fandom kpop."
@Evielady just how lovely is the tree this year! Never seen it as gorgeous as this #Autumn #colour,female,"ada kata emosional (lovely, gargeous), tanda seru (ekspresif)"
Just put my ass on the line for you and this is how you repay me.,female,"nada emosional, penuh perasaan, personal, tidak formal."
will i even need sound effects for the diviners tonight,male,"gaya bahasa casul, bertanya tpi netral. tdk ada emoji, tanda seru, atau ekspresi emosional kuat."
@giannaaa28 lmao _���_��� dude I'm hella scared for next episode bc the ending to yesterday's,female,"""lmao"" ""hella scared"" ekspresif dan emosional. gaya bahasa percakapan, slang, ada emoji teks."
@coolyazzy94 Ditto - I'm still learning the favourites and retweet stuff - least it sucks less than Facebook haha :P,female,"""haha :P"" gaya ekspresif, becanda. gaya personal, percakapan santai."
@CaribBros @JstSaleem I do but I don't understand how to get to the server to get it,male,"gaya bahasa ttng teknis, diskusi soal server, netral informatif, tanpa ekspresi emosioanl/emoji."
@CraftYear2015 @isabelpascual thank you for the retweets,male,"netral, faktual, tdk ada tanda seru, emoji, atau ekspresi emosional"
All the girls went to sleep and the guys just sat in the floor and watched us_���_���,female,"ada pembeda gender dalam kalimat, narasi casual, personal, di tambah emoji tawa."
@ChrisAOfficial I'm on the right side_�����_ُ_���xxx,female,"ada ""xxx"" (ekspresi affiction), gaya persona;, akran, non formal."
"YALL LMFAOO RIGHT WHEN THE CHORUS CAME ON, A TEAR ROLLED DOWN HIS FACE https://t.co/aYuQDPtvsE",female,"penuh ekspresi (LMFAP, huruf kapital, cerita emosional), sangat ekspresif."
@SydnieJR except once the Hallmark movies start I won't get anything done!! _��__�_�_�_�,female,"ada tanda seru , emoji, gaya personal, percakapan ringan, ekspresif."
You leave the group chat for more than 2 mins and you miss made shit,male,"Gaya santai, percakapan, tapi netral (tanpa emoji/tanda seru)."
As opposed to Pump where it's like HI HOPE YOU LIKE DOING JUMPS WHERE YOU SPREAD YOUR FEET ACROSS THE ENTIRE STAGE,female,"Banyak huruf kapital, gaya ekspresif. Nada bercanda."
All the #magic in Hath No FURY is based on REAL #Magick! https://t.co/jwpsVhAU1E,female,"Ada hashtag, kata “REAL”, tanda seru. Ekspresif, menekankan sesuatu."
"Me the week of Brandon's birthday: there's no such thing as a birthday week u weirdo
Me November 1st: it's my birthday month, bow down to me",female,"Gaya bercanda, penuh ekspresi personal. Nada emosional + self-expression."
And got more yards AND points than the Jets gave up all season. https://t.co/gdfkaOxcDD,male,"Gaya fakta/analisis olahraga. Netral, tanpa emosi."
Did Alot Up In The Past Ion Wont Back,male,"Gaya maskulin, singkat, tegas. Nada to the point."
@TheRiddler109 @CNN I mean it's not like Mainstream new media is supposed to feed you the fact nowadays...,male,"Nada sarkastik, kritik, lebih ke opini. Gaya serius, bukan emosional."
How many followers do you get everyday? I got 1 in the last day. Growing daily with https://t.co/JzckR3ub8H,male,"Gaya promosi, netral, faktual. Tidak ada emosi/emoji."
"@onedirection Artist of the Year #AMAs

HO FAME",female,"Gaya fandom, ekspresif. Ada caps lock (HO FAME), menunjukkan excitement."
Greenville Thursday. Yall holla you need anything. Know I'm the plug,male,"gaya maskulin, slang, to the point"
@MarkHicks1204 I went to the wrong Nandos but I found you eventually #10chilliesequalsfreenandos,male,"Santai, ada narasi personal, ringan."
@AndyRobsonTips Cardiff or drew with the over 1.5 match goals sounds good to me,male,"Konteks sepakbola, teknis, fakta. Netral, non-emosional."
"Gala Bingo clubs bought for �241m: The UK's largest High Street bingo operator, Gala, is being taken over by��_ https://t.co/XprInke1m3",male,"Berita finansial, objektif, netral."
"VIDEO: James Bond Spectre world premiere: After months of build up Spectre, the latest��_ https://t.co/uV38Wlg5bE #UK",male,"Berita hiburan, faktual, netral"
Best thing about having an audition on the west side is being able to eat lunch at Komodo,male,"Gaya personal, cerita ringan. nada santai → cenderung maskulin."
Discipline is the bridge between goals and accomplishment. - Jim Rohn,male,"Quote motivasi, formal, universal."
"In the last 20 minutes that Wednesday fan has tweeted about us 3 times, no, not obsessed, not even a little bit _���_���_���_���_���_���_���_���_���_���_���_���_���_���_���",female,Nada sarkas + emotikon berulang (emoji). lebih emosional/ekspresif.
"Once it is complete, it will lift off and attempt to connect with the alpha point of the rift we are observing. (1-2)",male,"Teknis, ilmiah, objektif."
Triggered Email: The Killer Conversion App https://t.co/obCkhxkOm8,male,"Nada promosi/iklan, netral."
camerons side of the bed smells SO bad,female,"Nada kasual, personal, ekspresif"
@wishbonecon are u going to the 1.30 one ??,female,"Nada sosial, percakapan langsung."
@Hakeem_NLT Boii make the wafflw link to the reference then the word count should clear up lol,male,"Gaya bercanda, maskulin"
"https://t.co/nRN2mGLd2E
Am I the only one who loves the part with Merlin and Regina's face? :D #OUAT",female,Ekspresif + emotikon
"@Harry_Styles always remember, never forget you're the best and the greatest in the world just being you always you till the end of time YOU",female,"Penuh pujian, emosional, fangirl vibes"
The POLITICS of evidence + results in international development. https://t.co/T7N2c2TTBf - Looks great. h/t @duncan_ids @rosalindeyben +,male,"Formal, akademis, netral"
"Please God, let me get a house that has a fireplace in the bedroom!! I have such great ideas for such a room..",female,"Nada emosional, personal"
that's the 8% they have hidden.. UMPH. https://t.co/OnebBSAG94,male,"Sarkastik, singkat, lebih maskulin"
@WigingtonLinda that's nice for this time of the year. tomorrow they say it should be around 21,female,"Ringan, ramah"
"(Surgical enhancements are for a different part of the body, and, I was kidding...)",male,Humor sarkas
I swear if she touches me one more time. _��__��_ she pisses me off. It's stupid cause my friends fall for the trick as well _���,female,"Nada frustrasi, casual, sangat ekspresif."
"She is not beautiful m, and I'm talking beyond the superficial beauty.",male,"Nada objektif, kritik tanpa emosi yang kuat."
bad day in the office - but nice to catch up with @thedjbrisk so wish we had more time to catch up x,female,Ada kata wish dan “x” (tanda kasih sayang).
"James Walter invented the bolt-action rifle, liquor, sexual intercourse, and football-- in that order.",male,"Gaya informatif, serius, dan agak ironis."
Now I Changed! I'm not the same Man I once Yesterday it's for the better watch &amp; take notes,male,"Nada lebih tegas, cenderung maskulin."
"@R_M_Appleyard alarm wont work as you can't time the stops in Leeds. Too much traffic ect. A 20min bus ride can take 50 or 12 mins, ya know?",male,"Nada netral, masalah teknis, percakapan ringan."
"#Akinator, the Genie App, just guessed that I was thinking of  Katniss Everdeen's Daughter #what? how?",female,Ada gaya percakapan dan sedikit ekspresi.
"@TekifyUK I am trying to unbrick my Kindle fire, with a red screen. I followed your youtube video, and am using the unbrick tool.",male,"Netral, Gaya teknis, masalah perangkat."
If you say someone like Wale or Meek or Wiz has gotten big in the past five years you're a moron. They were big in the mixtape game.,male,"Nada sarkasme, agak kasar, dengan elemen debat."
Move Of The Week Double Leg Stretch ��_ : https://t.co/kxkCEFUxQB ... https://t.co/n7PtOHGaPQ,female,"Nada percakapan ringan, agak bersemangat."
"@RepComstock You are supporting the Father of the Sequester for Speaker. Cut vet pensions, military, medicare. Shame on you",male,"Nada marah, konfrontatif, politik"
Reimagining the #webdesign process by @InVisionApp - https://t.co/Vmb0OZU67e https://t.co/hFlWR8tfOl,male,"Topik teknis (web design), nada netral"
@deptulahasrage Clemson only need to stack the line against FSU then they may not even score,male,Konteks olahraga
I can see now that there's no way I'm going to resist this Shattered Empire business. The Noto cover alone! https://t.co/nLmIC5xDmp,female,"Nada personal, antusias, fandom"
@cringe_channel chris chan has the fame,male,"Singkat, netral, nada maskulin"
The accuracy though lol  https://t.co/frFforEeLC,female,"Humor ringan + lol, lebih ekspresif"
"Thanks to the #ACA more adults are eligible for #Medicaid in #Illinois &amp; able to apply online.  @YoungInvincible

https://t.co/cfwlLqv4K9",male,"Topik kebijakan publik, formal"
"IBMSocialBiz: In the future, there will be a narrowing of the gap of people's abilities to use tools proficiently. JenniferMcClure #H2HChat��_",male,"Bisnis/teknis, nada formal"
Chris Got On The Black Toe 1s _��_,male,"Slang, singkat, gaya maskulin"
@iampoojabalaji The day after his wedding anniversary... Sucks to suck,male,"Sarkas, maskulin"
When you're 20 mins early to an advising appointment but the bitch before you goes over by 10 mins_���,female,"Nada emosional,  ekspresif"
https://t.co/EROGWToizO Sissy�۪s wife loved the l Choosing Lingerie ��� A Very Important Role For Sissy https://t.co/sRf506OsHy,female,Topik sensual/lingerie
@paulmgardner @cwellssun I knew a guy who was in the military who used it because it doesn't show up on drug tests.,male,"Gaya naratif, nada netral, konteks maskulin (military)"
"My mom listening to ""Hello"" what's happening to the world",female,"Nada personal, emosional ringan"
"If ion work one job , I work the other .",male,"Slang, gaya maskulin"
Lrt me at work allllllllllllllll the time!!!!!,female,"Nada ekspresif, repetisi huruf, emosional"
"Flexible Diet Plan: Revealed for the first time, secret methods for losing weight, without having to give up��_ https://t.co/yGQYYVCYKi",female,"Promosi/diet tips, konteks"
Total loss of respect for the little twat https://t.co/eQstpYJEck,male,"Nada agresif, sarkastik"
"he needs his own intro for when you pick up the phone 'CLIFFORD ELLIS, THE GREATEST BROCKER IN THE WORLD' lmfao",male,"Humor sarkastik + lmfao, maskulin"
Fortune favors the funny in Guatemala election: https://t.co/E1Qa16AweK https://t.co/c8nvJn3VaN,male,"Berita politik, formal"
@megwacha Actually the UC announcement seems like it could be related to that.,male,"Diskusi ringan, netral"
Would ���The Affair�۪ Be Easier To Watch If The Kids Weren�۪t Such Brats? [Spoilers]: The Showtime series The Affa... https://t.co/o6jpVaUFdz,female,bahas film
"NBD, This Comet Is Spewing Gallons of Wine In Space: Scientists have discovered that the comet Lovejoy is spew... https://t.co/42Fa4wwoA2",male,Berita sains dengan nada bercanda
Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/VuMDKp70A7.,male,"Nada datar, statistik personal"
#VivienLeigh Gone With The Wind Clark Gable Vivien Leigh #Photo https://t.co/yVO2B34jrw #Film #Actress,female,Topik aktris/film klasik
good seeing you tonight @Caspar_Lee _��� enjoy the film xx,female,"Ekspresif, pakai tanda xx "
"Kaito's song is about chasing after an idealized version of himself, but in the real world, he's alone. #starmyu https://t.co/TvLbxrYMRK",female,Analisis emosional di lagu
Photo: The Fellowship of the Ring: Book One in the Lord of the Rings��_: https://t.co/4A1v5WdDd4 https://t.co/Hyosq3fr5e,male,"Netral, konten referensi buku"
"I kept telling myself the temptations would let me in,
And they did.",female,"Puitis, emosional"
Photo: Snow Queen - Vlad Barbe | Kids &amp; Family |716822518: The Snow Queen is a fairy tale by Hans Christian... https://t.co/CC4qqNHvjY,female,Cerita dongeng/film anak
"Fool me three times, fuck the peace signs
Load the chopper, let it rain on you",female,kutipan lirik
"The world(esp EqAnon island)needs more people like @EQcompliments, @HorseShowTutor, @StudioOnWhitney, @DejavuEq &amp; @AthleticEq #AmazingLadies",female,"Pakai hashtag AmazingLadies, nada positif & apresiatif"
@bentorkington @NZInlandRevenue ...don't bother with KiwiSaver until the kickstart fund is restored,male,"Kritik kebijakan finansial, nada serius"
"No matter the results, words can't express how proud I am of @csunfasa! All the dedication these new &amp; old members gave left me speechless!",female,"Ekspresif, emosional, banyak pujian"
Hello from the... Nah,male,"Singkat, bercanda, sarkas"
"""Came into the game when white rappers weren't a cliche""

@classified spittin' that truth",male,"Rap lyrics, nada maskulin"
@EVINELive yep just had to wait until the next day,male,"Jawaban netral, datar"
���@thacelebritea Seen on the Scene: Spotted #RavenSymone out and about earlier this week [r.p @theybfdaily ] https://t.co/sjNH93a0L3�۝ ������������������,female,"Gosip selebriti, nada feminim"
"@justinbieber  Too much swag the Acoustic version. you are too cool, kept silent makes me laughter has the end with vibratos lol _���_���",female,"Fangirl tone, emoticon, pakai lol"
Listen to @johnmdonnelly discussing his exclusive reporting on potentially fatal flaws in #F35 ejector seat https://t.co/rZ1BEKbY6P @CQnow,male,"Topik militer/teknis, formal"
@BarCampPhilly @FlipperPA Yes! Would love to throw in the hat in for a couple local folks over at @iQmediacorp. Happy to arrange a meet.,male,"Ramah, networking, tapi formal"
